Method,trial_num,Bounds,Dimensions,Samples,Iterations,Function,Fitness_Value,Run_Time_Sec
HDS,7,"[(-100, 100)]",30,1000,100,F282017,8561011.248705657,106.75216507911682
Sobol,7,"[(-100, 100)]",10,1000,100,F282017,3917.7644510947302,64.4805178642273
Sobol,7,"[(-100, 100)]",50,1000,100,F272017,3262.375152404639,94.75759506225586
HDS,7,"[(-100, 100)]",100,1000,100,F272017,5072.263205603361,160.12936091423035
Sobol,7,"[(-100, 100)]",100,1000,100,F252017,19079.126368607223,162.77918577194214
HDS,7,"[(-100, 100)]",10,1000,100,F292017,,46.88375306129456
Sobol,7,"[(-100, 100)]",100,1000,100,F262017,4945.659883261551,164.4861969947815
HDS,7,"[(-100, 100)]",50,1000,100,F282017,814348963.75211,146.2102437019348
HDS,7,"[(-100, 100)]",30,1000,100,F292017,12320763.275516331,60.13020706176758
Sobol,7,"[(-100, 100)]",10,1000,100,F292017,,46.55369925498962
Sobol,7,"[(-100, 100)]",30,1000,100,F282017,221341902.90695143,106.42784905433656
HDS,7,"[(-100, 100)]",10,1000,100,F32017,309.2990259931123,6.5230560302734375
Sobol,7,"[(-100, 100)]",10,1000,100,F32017,303.5667514029216,8.6767098903656
HDS,7,"[(-100, 100)]",50,1000,100,F292017,1109949264.354222,75.40663194656372
HDS,7,"[(-100, 100)]",30,1000,100,F32017,365.4732245428927,15.658061742782593
HDS,7,"[(-100, 100)]",50,1000,100,F32017,878.7326187232212,15.629379987716677
Sobol,7,"[(-100, 100)]",30,1000,100,F32017,367.4426651101909,15.97103190422058
Sobol,7,"[(-100, 100)]",50,1000,100,F32017,826.0841149133266,15.486550092697144
Sobol,7,"[(-100, 100)]",30,1000,100,F292017,29663726.29684209,60.68096899986267
HDS,7,"[(-100, 100)]",100,1000,100,F32017,7265.506769610695,17.61021113395691
HDS,7,"[(-100, 100)]",10,1000,100,F42017,435.1727697880092,14.385720014572144
HDS,7,"[(-100, 100)]",30,1000,100,F42017,685.9030130936645,14.587963819503784
Sobol,7,"[(-100, 100)]",100,1000,100,F32017,8723.040384115846,16.649961948394775
Sobol,7,"[(-100, 100)]",10,1000,100,F42017,425.8449089179493,14.278958797454834
Sobol,7,"[(-100, 100)]",30,1000,100,F42017,709.8892368125825,14.808942079544067
HDS,7,"[(-100, 100)]",10,1000,100,F52017,500.0074072293229,0.4095258712768554
Sobol,7,"[(-100, 100)]",10,1000,100,F52017,500.0106126318763,0.229623794555664
HDS,7,"[(-100, 100)]",30,1000,100,F52017,500.0506982174237,0.7752211093902588
Sobol,7,"[(-100, 100)]",30,1000,100,F52017,500.059032260102,0.3387289047241211
HDS,7,"[(-100, 100)]",50,1000,100,F52017,500.0634232729518,0.9202220439910888
Sobol,7,"[(-100, 100)]",50,1000,100,F52017,500.09702120224,0.4081208705902099
HDS,7,"[(-100, 100)]",100,1000,100,F52017,500.1087688399877,1.920428991317749
Sobol,7,"[(-100, 100)]",100,1000,100,F52017,500.1063206670037,0.6861886978149414
HDS,7,"[(-100, 100)]",50,1000,100,F42017,2847.304500116283,16.001338243484497
Sobol,7,"[(-100, 100)]",100,1000,100,F272017,4706.7118749472,161.4416298866272
HDS,7,"[(-100, 100)]",100,1000,100,F282017,31469181778.324337,251.57496094703677
HDS,7,"[(-100, 100)]",100,1000,100,F42017,19032.748921819788,17.22941017150879
HDS,7,"[(-100, 100)]",100,1000,100,F292017,4652059675.258553,115.30214190483092
Sobol,7,"[(-100, 100)]",50,1000,100,F292017,644182110.0264089,77.17937302589417
HDS,7,"[(-100, 100)]",10,1000,100,F62017,640.9162827961521,16.724981784820557
Sobol,7,"[(-100, 100)]",50,1000,100,F42017,2235.962835734604,14.979218244552612
HDS,7,"[(-100, 100)]",30,1000,100,F62017,1358.387846707844,17.06469488143921
Sobol,7,"[(-100, 100)]",100,1000,100,F42017,31284.700307745214,15.386544227600098
HDS,7,"[(-100, 100)]",50,1000,100,F62017,68258.8910428679,17.156529903411865
Sobol,7,"[(-100, 100)]",10,1000,100,F62017,645.7573415295911,16.36486005783081
HDS,7,"[(-100, 100)]",100,1000,100,F62017,1071005.583582403,18.1459858417511
Sobol,7,"[(-100, 100)]",30,1000,100,F62017,2417.516052608861,16.408276081085205
HDS,7,"[(-100, 100)]",10,1000,100,F72017,733.2651793028054,20.0844407081604
Sobol,7,"[(-100, 100)]",50,1000,100,F282017,518160077.6159368,147.2603771686554
Sobol,7,"[(-100, 100)]",50,1000,100,F62017,181822.18498418515,16.287449836730957
HDS,7,"[(-100, 100)]",10,1000,100,F82017,802.2576602728659,0.9573380947113036
Sobol,7,"[(-100, 100)]",10,1000,100,F82017,801.6182545269539,1.0411951541900637
HDS,7,"[(-100, 100)]",30,1000,100,F72017,1114.0961399984094,20.26656413078308
HDS,7,"[(-100, 100)]",30,1000,100,F82017,810.2106339965575,4.911200046539307
Sobol,7,"[(-100, 100)]",100,1000,100,F62017,1051815.4797078064,17.177433729171753
Sobol,7,"[(-100, 100)]",30,1000,100,F82017,812.1540666704566,4.393105030059815
HDS,7,"[(-100, 100)]",50,1000,100,F72017,1685.9938161911475,20.86925292015076
HDS,7,"[(-100, 100)]",50,1000,100,F82017,817.6832349357078,7.745830774307251
Sobol,7,"[(-100, 100)]",10,1000,100,F72017,723.4148486952465,19.91140294075012
HDS,7,"[(-100, 100)]",100,1000,100,F72017,2947.1538977845344,22.079200744628903
Sobol,7,"[(-100, 100)]",30,1000,100,F72017,1166.6816686875432,19.844791173934937
Sobol,7,"[(-100, 100)]",50,1000,100,F82017,823.9155127643776,11.866411924362184
HDS,7,"[(-100, 100)]",100,1000,100,F82017,972.19894077317,18.108195066452023
Sobol,7,"[(-100, 100)]",50,1000,100,F72017,1602.3571630183706,20.198168992996216
HDS,7,"[(-100, 100)]",10,1000,100,F92017,-997.91443500287,19.49539995193481
Sobol,7,"[(-100, 100)]",100,1000,100,F72017,3057.104387294409,20.70742082595825
HDS,7,"[(-100, 100)]",30,1000,100,F92017,3311.825231887029,20.26876282691956
Sobol,7,"[(-100, 100)]",100,1000,100,F82017,897.7844505209022,16.933258056640625
HDS,7,"[(-100, 100)]",50,1000,100,F92017,6675.403729406515,20.697124242782596
HDS,7,"[(-100, 100)]",100,1000,100,F92017,25716.65764085629,22.697163105010983
Sobol,7,"[(-100, 100)]",10,1000,100,F92017,-839.242788331906,19.214673042297363
HDS,8,"[(-100, 100)]",10,1000,100,F102017,1087.710769664174,17.106376886367798
HDS,8,"[(-100, 100)]",30,1000,100,F102017,66853.85858610837,17.179616928100586
Sobol,7,"[(-100, 100)]",30,1000,100,F92017,3536.700891189659,19.613999128341675
Sobol,7,"[(-100, 100)]",50,1000,100,F92017,9663.269758293298,20.29039001464844
HDS,8,"[(-100, 100)]",50,1000,100,F102017,246378.02137480557,17.814836025238037
Sobol,8,"[(-100, 100)]",10,1000,100,F102017,1059.8852081465268,16.812506914138794
Sobol,7,"[(-100, 100)]",100,1000,100,F292017,16500558308.336922,114.15844106674194
Sobol,7,"[(-100, 100)]",100,1000,100,F92017,25168.92034675228,21.730026960372925
Sobol,8,"[(-100, 100)]",30,1000,100,F102017,122066.03417622502,16.957476139068604
HDS,8,"[(-100, 100)]",100,1000,100,F102017,1797028.515510535,19.07590889930725
HDS,8,"[(-100, 100)]",10,1000,100,F112017,92691.65782101268,21.365826845169067
Sobol,8,"[(-100, 100)]",50,1000,100,F102017,246436.05163182103,17.146857976913452
HDS,8,"[(-100, 100)]",10,1000,100,F12017,5051.715302478977,13.552360773086548
HDS,8,"[(-100, 100)]",30,1000,100,F112017,29225290.57009605,22.03585195541382
HDS,8,"[(-100, 100)]",50,1000,100,F112017,163026989.0959952,22.924611806869507
HDS,8,"[(-100, 100)]",100,1000,100,F112017,4437615814.420829,23.80016112327576
Sobol,8,"[(-100, 100)]",100,1000,100,F102017,1134818.9909890504,17.822034120559692
HDS,8,"[(-100, 100)]",30,1000,100,F12017,80250703.97414933,14.032882928848268
Sobol,8,"[(-100, 100)]",10,1000,100,F12017,10011.757518024257,13.550188064575195
Sobol,8,"[(-100, 100)]",10,1000,100,F112017,81265.518451928,21.362292051315308
HDS,8,"[(-100, 100)]",50,1000,100,F12017,3395099723.5106187,14.366581916809082
Sobol,8,"[(-100, 100)]",30,1000,100,F112017,27499064.138979238,21.254786729812626
Sobol,8,"[(-100, 100)]",30,1000,100,F12017,31655501.928988725,13.884589910507202
Sobol,8,"[(-100, 100)]",50,1000,100,F112017,303278600.30626684,22.40464782714844
HDS,8,"[(-100, 100)]",100,1000,100,F12017,35605522840.63411,15.4638409614563
Sobol,8,"[(-100, 100)]",100,1000,100,F112017,4560264070.059047,22.372164011001587
HDS,8,"[(-100, 100)]",10,1000,100,F122017,1326.6766485957753,17.98428511619568
Sobol,8,"[(-100, 100)]",50,1000,100,F12017,1499699190.140134,14.209516048431396
HDS,8,"[(-100, 100)]",30,1000,100,F122017,924250.292070496,18.176355123519897
HDS,8,"[(-100, 100)]",50,1000,100,F122017,8477546.504109906,18.709532260894772
Sobol,8,"[(-100, 100)]",100,1000,100,F12017,49567294440.38606,14.57805585861206
HDS,8,"[(-100, 100)]",10,1000,100,F132017,1383.9853690234409,18.482224941253666
HDS,8,"[(-100, 100)]",100,1000,100,F122017,4070626284.577256,20.712671995162964
Sobol,8,"[(-100, 100)]",10,1000,100,F122017,1439.3820671139233,18.098471879959103
HDS,8,"[(-100, 100)]",30,1000,100,F132017,256673.2218418189,19.6359338760376
Sobol,8,"[(-100, 100)]",30,1000,100,F122017,2429674.9339621705,18.096056938171387
Sobol,8,"[(-100, 100)]",50,1000,100,F122017,17625771.218744524,18.129090070724487
HDS,8,"[(-100, 100)]",50,1000,100,F132017,3292597.812114317,21.25991892814636
Sobol,8,"[(-100, 100)]",10,1000,100,F132017,1408.0416511190574,18.21823620796204
Sobol,8,"[(-100, 100)]",100,1000,100,F122017,10203573555.580189,19.915016889572144
Sobol,8,"[(-100, 100)]",30,1000,100,F132017,241702.2618045985,19.64319682121277
HDS,8,"[(-100, 100)]",10,1000,100,F142017,1906.2282766009823,18.47017788887024
HDS,8,"[(-100, 100)]",100,1000,100,F132017,29348715.017765094,26.313149213790894
HDS,8,"[(-100, 100)]",30,1000,100,F142017,196617.12881737383,18.77524709701538
HDS,8,"[(-100, 100)]",50,1000,100,F142017,4784454.03318041,19.167887926101685
Sobol,8,"[(-100, 100)]",50,1000,100,F132017,2650997.379047959,20.99184203147888
HDS,8,"[(-100, 100)]",100,1000,100,F142017,780644010.0587385,20.07500004768372
HDS,8,"[(-100, 100)]",10,1000,100,F152017,1339.8041699768175,14.789500951766968
Sobol,8,"[(-100, 100)]",10,1000,100,F142017,2889.587168835492,18.05827474594116
Sobol,8,"[(-100, 100)]",30,1000,100,F142017,1033521.3251976843,18.396584033966064
Sobol,8,"[(-100, 100)]",50,1000,100,F142017,53918972.64145404,18.466780185699463
Sobol,8,"[(-100, 100)]",100,1000,100,F132017,29483178.320081078,24.90512204170227
Sobol,8,"[(-100, 100)]",10,1000,100,F152017,1337.9053026947652,14.276131629943848
Sobol,8,"[(-100, 100)]",100,1000,100,F142017,287890171.92340255,19.131990909576416
HDS,8,"[(-100, 100)]",30,1000,100,F152017,2345.820332915511,31.920997858047485
Sobol,7,"[(-100, 100)]",100,1000,100,F282017,6038981666.031375,252.550696849823
HDS,8,"[(-100, 100)]",50,1000,100,F152017,10531.856198060148,37.36967396736145
HDS,8,"[(-100, 100)]",10,1000,100,F172017,,20.14967107772827
HDS,8,"[(-100, 100)]",10,1000,100,F162017,1882.612660022506,43.18553423881531
Sobol,8,"[(-100, 100)]",30,1000,100,F152017,2362.354156144236,31.83018922805786
HDS,8,"[(-100, 100)]",100,1000,100,F152017,56483.96062836776,51.42606592178345
Sobol,8,"[(-100, 100)]",10,1000,100,F172017,,20.25833296775818
HDS,8,"[(-100, 100)]",30,1000,100,F172017,103195.6456905698,20.35591506958008
Sobol,8,"[(-100, 100)]",50,1000,100,F152017,11364.276432025004,36.62549209594727
HDS,8,"[(-100, 100)]",50,1000,100,F172017,856082.3512611425,20.82887005805969
HDS,8,"[(-100, 100)]",30,1000,100,F162017,72558.56428007553,80.26690888404846
Sobol,8,"[(-100, 100)]",10,1000,100,F162017,1661.2568006796737,42.77119588851929
Sobol,8,"[(-100, 100)]",30,1000,100,F172017,134979.3308893371,19.740440130233765
HDS,8,"[(-100, 100)]",100,1000,100,F172017,10229819.70017764,21.751292943954468
Sobol,8,"[(-100, 100)]",100,1000,100,F152017,100116.00151433256,49.95562291145325
Sobol,8,"[(-100, 100)]",50,1000,100,F172017,822005.6096833504,20.32681608200073
HDS,8,"[(-100, 100)]",10,1000,100,F182017,1808.6533321732504,21.252761840820312
Sobol,8,"[(-100, 100)]",100,1000,100,F172017,12730443.38622139,20.91616177558899
HDS,8,"[(-100, 100)]",50,1000,100,F162017,144934430.15596652,114.72547101974487
Sobol,8,"[(-100, 100)]",10,1000,100,F182017,1809.5530432723465,19.683076858520508
HDS,8,"[(-100, 100)]",30,1000,100,F182017,159512.03593977386,44.47343587875366
HDS,8,"[(-100, 100)]",10,1000,100,F192017,1854.964103914099,42.39586782455444
HDS,8,"[(-100, 100)]",50,1000,100,F182017,7501299.917339351,60.43170499801636
Sobol,8,"[(-100, 100)]",30,1000,100,F162017,121822.31903619086,79.50810480117798
Sobol,8,"[(-100, 100)]",30,1000,100,F182017,792953.6579308955,44.76206064224243
Sobol,8,"[(-100, 100)]",10,1000,100,F192017,1831.9204583803128,42.457700967788696
HDS,8,"[(-100, 100)]",100,1000,100,F182017,212950720.70367512,99.52855610847472
HDS,8,"[(-100, 100)]",10,1000,100,F202017,2144.6819765409027,8.522623777389526
HDS,8,"[(-100, 100)]",30,1000,100,F192017,2284.038436999295,80.39378094673157
HDS,8,"[(-100, 100)]",100,1000,100,F162017,11341981167.818354,205.41307711601257
Sobol,8,"[(-100, 100)]",10,1000,100,F202017,2123.838476099293,8.367706775665283
Sobol,8,"[(-100, 100)]",50,1000,100,F182017,38687496.21417247,60.5027060508728
Sobol,8,"[(-100, 100)]",50,1000,100,F162017,526491703.506382,115.19798684120178
HDS,8,"[(-100, 100)]",30,1000,100,F202017,2369.225124894249,23.32226014137268
HDS,8,"[(-100, 100)]",50,1000,100,F202017,4774.97902892773,24.76511073112488
Sobol,8,"[(-100, 100)]",30,1000,100,F202017,2476.3759821054173,23.04008412361145
HDS,8,"[(-100, 100)]",100,1000,100,F202017,28842.66702648689,26.13365721702576
HDS,8,"[(-100, 100)]",10,1000,100,F212017,2214.5187114207183,3.004636764526367
Sobol,8,"[(-100, 100)]",10,1000,100,F212017,2216.4393325836004,3.075136184692383
Sobol,8,"[(-100, 100)]",50,1000,100,F202017,3572.139064650787,23.907216787338257
HDS,8,"[(-100, 100)]",50,1000,100,F192017,2573.184641519328,117.77905011177064
Sobol,8,"[(-100, 100)]",100,1000,100,F202017,16230.417232127318,24.626303911209103
Sobol,8,"[(-100, 100)]",30,1000,100,F192017,2791.857189440618,81.27602100372314
HDS,8,"[(-100, 100)]",30,1000,100,F212017,2336.366364419497,28.522979021072388
Sobol,8,"[(-100, 100)]",100,1000,100,F182017,510008754.58279496,97.98726892471312
HDS,8,"[(-100, 100)]",50,1000,100,F212017,2473.559071972126,29.62004804611206
HDS,8,"[(-100, 100)]",10,1000,100,F22017,200.7575072054709,15.081537008285522
HDS,8,"[(-100, 100)]",30,1000,100,F22017,20604.11141211357,15.289881229400637
HDS,8,"[(-100, 100)]",100,1000,100,F212017,3258.4227480955515,31.3865339756012
Sobol,8,"[(-100, 100)]",10,1000,100,F22017,200.7146921662187,14.33930277824402
Sobol,8,"[(-100, 100)]",30,1000,100,F212017,2309.9614938166665,27.69021987915039
Sobol,8,"[(-100, 100)]",50,1000,100,F212017,2592.298941116833,29.21398091316223
Sobol,8,"[(-100, 100)]",30,1000,100,F22017,23436.679128647284,14.999659061431885
HDS,8,"[(-100, 100)]",50,1000,100,F22017,70743.91577013941,15.383317947387695
HDS,8,"[(-100, 100)]",100,1000,100,F22017,282206.6610638704,16.391463041305542
HDS,8,"[(-100, 100)]",10,1000,100,F222017,2359.2464613497373,13.362166166305542
Sobol,8,"[(-100, 100)]",100,1000,100,F212017,3073.2913894294247,30.127974033355716
Sobol,8,"[(-100, 100)]",50,1000,100,F22017,79416.8496505131,14.522974967956545
Sobol,8,"[(-100, 100)]",10,1000,100,F222017,2381.5073266927698,11.621529817581177
Sobol,8,"[(-100, 100)]",100,1000,100,F22017,256380.0252547837,15.309525966644289
HDS,8,"[(-100, 100)]",30,1000,100,F222017,2963.816977120049,30.717474937438965
HDS,8,"[(-100, 100)]",10,1000,100,F232017,2524.6472183580827,11.314784049987791
Sobol,8,"[(-100, 100)]",10,1000,100,F232017,2555.092302995537,10.47199273109436
HDS,8,"[(-100, 100)]",50,1000,100,F222017,7172.702590973632,31.57227897644043
HDS,8,"[(-100, 100)]",30,1000,100,F232017,3277.6594880286457,25.831478118896484
HDS,8,"[(-100, 100)]",100,1000,100,F222017,33180.49052377545,34.48148012161255
HDS,8,"[(-100, 100)]",100,1000,100,F192017,6597.250028387749,209.2262179851532
Sobol,8,"[(-100, 100)]",30,1000,100,F222017,3037.910549065411,30.41881799697876
Sobol,8,"[(-100, 100)]",50,1000,100,F192017,2758.8352147423047,118.23288083076476
HDS,8,"[(-100, 100)]",50,1000,100,F232017,7029.520425298571,26.88946294784546
Sobol,8,"[(-100, 100)]",30,1000,100,F232017,3030.98274914219,25.68111491203308
HDS,8,"[(-100, 100)]",10,1000,100,F242017,2890.2086615812777,9.343244791030884
Sobol,8,"[(-100, 100)]",50,1000,100,F222017,9728.978671897654,31.119385957717896
Sobol,8,"[(-100, 100)]",100,1000,100,F162017,46828781088.40912,204.89053225517276
HDS,8,"[(-100, 100)]",100,1000,100,F232017,38246.63513455072,29.55636692047119
Sobol,8,"[(-100, 100)]",100,1000,100,F222017,27281.525852579307,33.7711980342865
Sobol,8,"[(-100, 100)]",10,1000,100,F242017,2885.187823081605,12.89973497390747
HDS,8,"[(-100, 100)]",30,1000,100,F242017,2865.555443257772,19.38354778289795
Sobol,8,"[(-100, 100)]",50,1000,100,F232017,7185.836714551164,26.63416695594788
HDS,8,"[(-100, 100)]",10,1000,100,F252017,2504.4986346948717,18.404619693756104
HDS,8,"[(-100, 100)]",50,1000,100,F242017,4053.93938017472,29.086722135543823
Sobol,8,"[(-100, 100)]",100,1000,100,F232017,47948.4591887961,28.13248896598816
HDS,8,"[(-100, 100)]",100,1000,100,F242017,8207.921438353853,31.713467836380005
Sobol,8,"[(-100, 100)]",30,1000,100,F242017,2872.4482056045176,25.885812997817997
Sobol,8,"[(-100, 100)]",10,1000,100,F252017,2503.1685299432334,27.21144986152649
Sobol,8,"[(-100, 100)]",50,1000,100,F242017,4067.253307927116,28.129448890686035
Sobol,8,"[(-100, 100)]",100,1000,100,F242017,8924.396889369133,29.72129321098328
HDS,8,"[(-100, 100)]",30,1000,100,F252017,3373.1796376219872,74.56673097610474
HDS,8,"[(-100, 100)]",10,1000,100,F262017,2826.4878271000234,48.9219970703125
HDS,8,"[(-100, 100)]",50,1000,100,F252017,4974.697633501606,100.56369304656982
HDS,8,"[(-100, 100)]",30,1000,100,F262017,3220.6641706064397,75.47177600860596
Sobol,8,"[(-100, 100)]",10,1000,100,F262017,2627.528178191493,48.1368260383606
HDS,8,"[(-100, 100)]",10,1000,100,F272017,2837.214899074723,9.39998197555542
Sobol,8,"[(-100, 100)]",10,1000,100,F272017,2830.529726050493,10.199493885040283
HDS,8,"[(-100, 100)]",50,1000,100,F262017,3535.0021434917026,101.88180780410768
Sobol,8,"[(-100, 100)]",30,1000,100,F252017,3386.408145013409,73.3546359539032
Sobol,8,"[(-100, 100)]",100,1000,100,F192017,5485.539526786426,207.07888293266296
HDS,8,"[(-100, 100)]",30,1000,100,F272017,2882.0057332847086,39.063289165496826
HDS,8,"[(-100, 100)]",100,1000,100,F252017,15313.18936544121,168.30239605903623
Sobol,8,"[(-100, 100)]",30,1000,100,F262017,3233.1221093440827,75.32920002937317
Sobol,8,"[(-100, 100)]",50,1000,100,F252017,4997.196006958371,99.38122010231018
HDS,8,"[(-100, 100)]",100,1000,100,F262017,4977.773494859253,169.42821621894836
HDS,8,"[(-100, 100)]",50,1000,100,F272017,3260.1947808172104,97.27566385269164
Sobol,8,"[(-100, 100)]",50,1000,100,F262017,3897.060397946737,101.41436004638672
Sobol,8,"[(-100, 100)]",30,1000,100,F272017,2912.2239739153115,69.90169382095337
HDS,8,"[(-100, 100)]",10,1000,100,F282017,4222.145302777428,65.72561001777649
HDS,8,"[(-100, 100)]",30,1000,100,F282017,62661305.4799073,108.82142901420592
Sobol,8,"[(-100, 100)]",10,1000,100,F282017,4332.502488786855,65.19654107093811
HDS,8,"[(-100, 100)]",100,1000,100,F272017,3981.026374569159,164.11792182922363
Sobol,8,"[(-100, 100)]",50,1000,100,F272017,3229.920058900908,93.3687789440155
Sobol,8,"[(-100, 100)]",100,1000,100,F252017,13452.492225890132,167.1231129169464
HDS,8,"[(-100, 100)]",10,1000,100,F292017,,46.55504584312439
Sobol,8,"[(-100, 100)]",100,1000,100,F262017,6181.313004709091,167.55153703689575
HDS,8,"[(-100, 100)]",50,1000,100,F282017,602499804.5681058,149.12195706367493
HDS,8,"[(-100, 100)]",30,1000,100,F292017,1243897.90950399,60.88556599617005
Sobol,8,"[(-100, 100)]",10,1000,100,F292017,,45.469032287597656
Sobol,8,"[(-100, 100)]",30,1000,100,F282017,47552259.70130221,107.26213383674622
HDS,8,"[(-100, 100)]",10,1000,100,F32017,302.68342172846803,6.458411931991577
Sobol,8,"[(-100, 100)]",10,1000,100,F32017,307.65755758906914,6.536013841629028
HDS,8,"[(-100, 100)]",30,1000,100,F32017,407.63273708978585,15.493262767791748
HDS,8,"[(-100, 100)]",50,1000,100,F292017,806162495.4050307,77.94065999984741
HDS,8,"[(-100, 100)]",50,1000,100,F32017,1223.3654361112608,15.838063716888428
Sobol,8,"[(-100, 100)]",30,1000,100,F32017,382.2322493129314,15.02141809463501
Sobol,8,"[(-100, 100)]",30,1000,100,F292017,23169813.995794088,61.04956102371216
Sobol,8,"[(-100, 100)]",50,1000,100,F32017,990.0148818347212,15.526846885681152
HDS,8,"[(-100, 100)]",100,1000,100,F32017,5545.544673524508,16.887574195861816
HDS,8,"[(-100, 100)]",10,1000,100,F42017,427.2571290254409,14.395959854125977
HDS,8,"[(-100, 100)]",30,1000,100,F42017,717.7327578285826,15.155609130859377
Sobol,8,"[(-100, 100)]",100,1000,100,F32017,2803.79671361508,15.653249025344849
Sobol,8,"[(-100, 100)]",10,1000,100,F42017,429.1556385889203,14.051270246505736
